Year,Facility,Class,All Delays,All Avg. min.,all Total min.,Weather Number of Delays,Weather avg,Weather total,volume number of delays,volume avg,volume total,Equipment number of delays,Equipment avg.,Equipment total,runway number of delays,runway avg.,runway total,Other number of delays,other avg.,other total
2016,AUS,Combined TRACON & Tower with Radar,7,41,285,7,41,285,0,0,0,0,0,0,0,0,0,0,0,0
2016,BDL,Towers with Radar,5,39,194,2,41,82,0,0,0,0,0,0,1,64,64,2,24,48
2016,BHM,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BNA,Combined TRACON & Tower with Radar,27,59,1598,27,59,1598,0,0,0,0,0,0,0,0,0,0,0,0
2016,BOS,Towers with Radar,7892,52,411954,6004,53,318869,98,28,2697,0,0,0,1721,51,88255,69,31,2133
2016,BUF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,BUR,Towers with Radar,66,25,1650,5,31,156,41,23,962,0,0,0,0,0,0,20,27,532
2016,BWI,Towers with Radar,461,63,29118,246,90,22090,113,26,2902,0,0,0,34,27,929,68,47,3197
2016,CLE,Combined TRACON & Tower with Radar,7,50,353,0,0,0,7,50,353,0,0,0,0,0,0,0,0,0
2016,CLT,Combined TRACON & Tower with Radar,3938,34,135125,1774,50,88590,1972,22,42599,7,15,105,83,22,1854,102,19,1977
2016,CVG,Combined TRACON & Tower with Radar,32,36,1153,9,76,684,10,21,208,0,0,0,12,20,240,1,21,21
2016,DAL,Towers with Radar,475,46,21761,394,51,19980,51,20,1025,0,0,0,14,25,343,16,26,413
2016,DAY,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,DCA,Towers with Radar,6407,37,238420,3225,54,174871,2976,20,58903,7,25,175,43,21,915,156,23,3556
2016,DEN,Towers with Radar,2306,51,118417,2264,52,117266,36,29,1037,0,0,0,1,17,17,5,19,97
2016,DFW,Towers with Radar,7484,56,421258,4952,74,365806,1730,21,36230,107,45,4831,556,21,11542,139,20,2849
2016,DTW,Towers with Radar,1361,58,79381,1045,70,72712,149,20,3028,36,27,973,83,19,1598,48,22,1070
2016,EWR,Towers with Radar,21594,67,1456811,19339,72,1390919,1892,26,49775,43,22,944,20,18,362,300,49,14811
2016,FLL,Towers with Radar,640,34,21730,504,37,18647,49,21,1037,5,38,189,44,25,1091,38,20,766
2016,HNL,Towers with Radar,18,28,501,0,0,0,3,27,80,0,0,0,3,20,60,12,30,361
2016,HOU,Towers with Radar,624,40,24993,394,45,17799,225,31,7067,0,0,0,1,20,20,4,27,107
2016,HPN,Towers with Radar,467,31,14608,52,76,3946,264,26,6935,0,0,0,4,25,100,147,25,3627
2016,IAD,Towers with Radar,814,56,45846,625,66,41478,155,23,3545,0,0,0,28,25,699,6,21,124
2016,IAH,Towers with Radar,3724,70,262068,3538,73,258407,104,21,2165,0,0,0,35,17,607,47,19,889
2016,IND,Combined TRACON & Tower with Radar,11,83,915,11,83,915,0,0,0,0,0,0,0,0,0,0,0,0
2016,ISP,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,JAX,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,JFK,Towers with Radar,14359,53,759861,10045,64,646127,2992,25,75893,0,0,0,664,34,22356,658,24,15485
2016,LAS,Towers with Radar,5818,54,311396,4056,66,269272,1318,22,29242,0,0,0,334,32,10544,110,21,2338
2016,LAX,Towers with Radar,18562,34,622507,2020,50,100150,9234,22,206998,31,48,1503,6716,44,296601,561,31,17255
2016,LGA,Towers with Radar,42835,50,2148219,25722,65,1665760,15252,25,385537,0,0,0,1684,54,91474,177,31,5448
2016,LGB,Towers with Radar,18,25,452,0,0,0,9,25,224,0,0,0,6,30,177,3,17,51
2016,MCI,Combined TRACON & Tower with Radar,8,36,288,8,36,288,0,0,0,0,0,0,0,0,0,0,0,0
2016,MCO,Towers with Radar,163,43,6950,135,47,6350,28,21,600,0,0,0,0,0,0,0,0,0
2016,MDW,Towers with Radar,719,47,34080,447,56,24879,232,36,8364,0,0,0,34,21,714,6,21,123
2016,MEM,Towers with Radar,451,46,20633,449,46,20597,2,18,36,0,0,0,0,0,0,0,0,0
2016,MHT,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,MIA,Combined TRACON & Tower with Radar,3042,29,86787,1210,39,47760,1656,21,34303,94,32,2966,34,21,721,48,22,1037
2016,MKE,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,MSP,Towers with Radar,4958,44,219709,3254,55,177755,1386,23,32363,98,37,3640,3,23,69,217,27,5882
2016,MSY,Combined TRACON & Tower with Radar,12,36,435,12,36,435,0,0,0,0,0,0,0,0,0,0,0,0
2016,OAK,Towers with Radar,170,21,3604,8,31,247,60,21,1258,0,0,0,30,22,656,72,20,1443
2016,OGG,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,ONT,Towers with Radar,13,24,314,8,28,221,4,19,75,0,0,0,0,0,0,1,18,18
2016,ORD,Towers with Radar,17754,73,1292186,15527,78,1205061,909,22,20032,0,0,0,482,57,27450,836,47,39643
2016,PBI,Combined TRACON & Tower with Radar,443,64,28376,135,58,7802,299,68,20349,0,0,0,1,33,33,8,24,192
2016,PDX,Towers with Radar,59,33,1966,13,26,333,8,19,155,6,35,208,11,25,273,21,47,997
2016,PHL,Combined TRACON & Tower with Radar,8011,57,458583,6823,63,429196,1083,24,25480,15,40,596,40,24,949,50,47,2362
2016,PHX,Towers with Radar,6717,34,227343,775,41,32048,2192,19,41732,0,0,0,3590,42,150277,160,21,3286
2016,PIT,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,PSP,Towers with Radar,27,21,567,10,24,238,9,19,170,0,0,0,1,19,19,7,20,140
2016,PVD,Combined TRACON & Tower with Radar,2,24,47,1,25,25,1,22,22,0,0,0,0,0,0,0,0,0
2016,RDU,Combined TRACON & Tower with Radar,6,46,277,5,49,245,1,32,32,0,0,0,0,0,0,0,0,0
2016,RFD,Combined TRACON & Tower with Radar,1,15,15,0,0,0,0,0,0,0,0,0,1,15,15,0,0,0
2016,RSW,Combined TRACON & Tower with Radar,75,28,2084,31,27,837,37,30,1114,3,18,53,1,27,27,3,18,53
2016,SAN,Towers with Radar,643,27,17155,216,37,7986,387,21,7989,0,0,0,21,25,535,19,34,645
2016,SAT,Combined TRACON & Tower with Radar,26,41,1057,21,43,907,2,26,51,0,0,0,0,0,0,3,33,99
2016,SDF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,SEA,Towers with Radar,6032,37,222662,3763,40,150885,847,26,21686,37,32,1199,1074,35,37175,311,38,11717
2016,SFO,Towers with Radar,25442,66,1690000,23884,69,1647780,777,23,17518,0,0,0,329,32,10639,452,31,14063
2016,SJC,Towers with Radar,13,23,294,0,0,0,1,23,23,0,0,0,2,18,35,10,24,236
2016,SJU,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,SLC,Towers with Radar,143,34,4871,52,42,2170,28,21,589,0,0,0,35,33,1147,28,34,965
2016,SMF,Towers with Radar,3,22,67,0,0,0,3,22,67,0,0,0,0,0,0,0,0,0
2016,SNA,Towers with Radar,455,20,9123,38,36,1355,6,21,123,0,0,0,410,19,7620,1,25,25
2016,STL,Towers with Radar,8,42,337,8,42,337,0,0,0,0,0,0,0,0,0,0,0,0
2016,TEB,Towers with Radar,4964,37,183396,1005,48,48445,3736,34,128143,24,64,1533,71,35,2451,128,22,2824
2016,TPA,Combined TRACON & Tower with Radar,82,41,3340,82,41,3340,0,0,0,0,0,0,0,0,0,0,0,0
2016,TUS,Towers with Radar,1,30,30,0,0,0,1,30,30,0,0,0,0,0,0,0,0,0
2016,VNY,Towers with Radar,220,35,7760,11,27,298,114,23,2582,0,0,0,1,24,24,94,52,4856
2017,ABQ,Combined TRACON & Tower with Radar,28,24,671,0,0,0,28,24,671,0,0,0,0,0,0,0,0,0
2017,ANC,Towers with Radar,174,22,3821,70,22,1552,31,22,691,0,0,0,18,19,349,55,22,1229
2017,ATL,Towers with Radar,6137,48,291864,4532,54,246884,1141,23,26787,6,18,109,153,20,3083,305,49,15001
2017,AUS,Combined TRACON & Tower with Radar,8,32,257,1,21,21,5,31,154,0,0,0,2,41,82,0,0,0
2017,BDL,Towers with Radar,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1,23,23
2017,BHM,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BNA,Combined TRACON & Tower with Radar,30,31,931,12,32,385,17,31,528,0,0,0,0,0,0,1,18,18
2017,BOS,Towers with Radar,15405,65,1008641,10353,60,617568,117,22,2588,0,0,0,4872,79,386949,63,24,1536
2017,BUF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,BUR,Towers with Radar,152,24,3603,3,21,63,124,23,2863,0,0,0,2,29,57,23,27,620
2017,BWI,Towers with Radar,362,55,20013,215,70,15002,104,20,2115,24,96,2309,0,0,0,19,31,587
2017,CLE,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,CLT,Combined TRACON & Tower with Radar,4703,32,152731,1833,49,89194,2598,21,55731,0,0,0,169,27,4552,103,32,3254
2017,CVG,Combined TRACON & Tower with Radar,191,19,3589,1,29,29,187,19,3493,0,0,0,1,26,26,2,21,41
2017,DAL,Towers with Radar,646,34,22233,249,47,11787,98,26,2500,4,22,86,239,28,6775,56,19,1085
2017,DAY,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,DCA,Towers with Radar,5622,34,191500,1942,59,114385,3369,20,67737,25,62,1553,67,31,2080,219,26,5745
2017,DEN,Towers with Radar,3069,65,200044,2908,68,196633,87,23,1977,0,0,0,74,19,1434,0,0,0
2017,DFW,Towers with Radar,7364,43,319310,3796,66,251765,3058,19,57126,0,0,0,370,20,7501,140,21,2918
2017,DTW,Towers with Radar,1646,53,86937,1436,57,81746,71,21,1522,25,50,1245,52,18,946,62,24,1478
2017,EWR,Towers with Radar,46315,70,3248636,39454,76,3015773,4552,24,111047,8,34,268,442,42,18635,1859,55,102913
2017,FLL,Towers with Radar,719,32,22745,390,39,15314,160,22,3593,6,27,161,65,17,1102,98,26,2575
2017,HNL,Towers with Radar,69,29,1994,38,35,1314,16,24,381,0,0,0,0,0,0,15,20,299
2017,HOU,Towers with Radar,882,43,37700,442,56,24642,427,29,12555,0,0,0,10,44,442,3,20,61
2017,HPN,Towers with Radar,542,40,21656,17,31,526,512,41,20776,0,0,0,1,20,20,12,28,334
2017,IAD,Towers with Radar,974,49,47584,600,62,37174,283,22,6220,21,108,2275,4,32,126,66,27,1789
2017,IAH,Towers with Radar,3495,48,166479,2961,51,152295,399,27,10887,0,0,0,91,24,2221,44,24,1076
2017,IND,Combined TRACON & Tower with Radar,9,32,287,9,32,287,0,0,0,0,0,0,0,0,0,0,0,0
2017,ISP,Towers with Radar,1,43,43,0,0,0,0,0,0,0,0,0,0,0,0,1,43,43
2017,JAX,Combined TRACON & Tower with Radar,1,74,74,0,0,0,1,74,74,0,0,0,0,0,0,0,0,0
2017,JFK,Towers with Radar,23635,68,1597670,9682,85,819898,3981,28,109942,2,25,50,9214,68,625876,756,55,41904
2017,LAS,Towers with Radar,5784,49,283301,3883,62,240093,1434,23,32872,12,26,316,222,22,4776,233,23,5244
2017,LAX,Towers with Radar,33736,41,1381167,5777,53,307309,8594,23,196635,591,46,26944,14320,44,629331,4454,50,220948
2017,LGA,Towers with Radar,42736,55,2332469,28267,69,1948571,13362,25,339327,0,0,0,835,44,36439,272,30,8132
2017,LGB,Towers with Radar,29,24,695,8,28,227,21,22,468,0,0,0,0,0,0,0,0,0
2017,MCI,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MCO,Towers with Radar,176,46,8036,107,46,4888,31,24,740,0,0,0,1,16,16,37,65,2392
2017,MDW,Towers with Radar,389,66,25578,307,68,20765,37,22,806,0,0,0,0,0,0,45,89,4007
2017,MEM,Towers with Radar,1083,47,50494,992,47,46941,83,41,3367,0,0,0,0,0,0,8,23,186
2017,MHT,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MIA,Combined TRACON & Tower with Radar,2197,25,54189,522,38,19589,1546,20,31363,0,0,0,29,18,527,100,27,2710
2017,MKE,Combined TRACON & Tower with Radar,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15
2017,MSP,Towers with Radar,1628,40,64793,1217,45,54844,331,25,8331,0,0,0,4,18,72,76,20,1546
2017,MSY,Combined TRACON & Tower with Radar,11,37,406,11,37,406,0,0,0,0,0,0,0,0,0,0,0,0
2017,OAK,Towers with Radar,440,21,9430,1,25,25,78,24,1894,0,0,0,333,21,6830,28,24,681
2017,OGG,Towers with Radar,4,21,82,0,0,0,0,0,0,0,0,0,4,21,82,0,0,0
2017,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ONT,Towers with Radar,13,20,262,0,0,0,13,20,262,0,0,0,0,0,0,0,0,0
2017,ORD,Towers with Radar,13842,70,968204,11566,79,908101,1404,21,29272,0,0,0,146,20,2964,726,38,27867
2017,PBI,Combined TRACON & Tower with Radar,70,34,2395,52,36,1887,13,30,389,0,0,0,0,0,0,5,24,119
2017,PDX,Towers with Radar,101,40,4085,73,48,3478,14,22,314,0,0,0,11,20,220,3,24,73
2017,PHL,Combined TRACON & Tower with Radar,12598,49,613900,7993,64,510313,3988,22,88278,1,16,16,168,21,3541,448,26,11752
2017,PHX,Towers with Radar,3603,20,71725,347,33,11310,2931,18,52891,0,0,0,160,22,3598,165,24,3926
2017,PIT,Combined TRACON & Tower with Radar,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,1,17,17
2017,PSP,Towers with Radar,12,18,214,7,18,128,5,17,86,0,0,0,0,0,0,0,0,0
2017,PVD,Combined TRACON & Tower with Radar,24,59,1422,2,55,109,5,44,219,10,75,752,0,0,0,7,49,342
2017,RDU,Combined TRACON & Tower with Radar,12,43,517,10,48,484,2,17,33,0,0,0,0,0,0,0,0,0
2017,RFD,Combined TRACON & Tower with Radar,3,23,70,2,24,48,0,0,0,0,0,0,1,22,22,0,0,0
2017,RSW,Combined TRACON & Tower with Radar,86,30,2622,26,34,875,20,38,760,0,0,0,0,0,0,40,25,987
2017,SAN,Towers with Radar,814,35,28538,305,57,17347,420,21,8902,10,33,333,52,25,1316,27,24,640
2017,SAT,Combined TRACON & Tower with Radar,21,31,647,14,36,499,0,0,0,0,0,0,4,17,68,3,27,80
2017,SDF,Combined TRACON & Tower with Radar,8,50,398,7,50,347,1,51,51,0,0,0,0,0,0,0,0,0
2017,SEA,Towers with Radar,11090,39,434366,8379,44,370824,2375,21,50398,178,55,9831,49,23,1148,109,20,2165
2017,SFO,Towers with Radar,34069,71,2406573,24841,74,1834812,1917,27,51868,0,0,0,6438,76,491371,873,33,28522
2017,SJC,Towers with Radar,4,19,76,0,0,0,4,19,76,0,0,0,0,0,0,0,0,0
2017,SJU,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,SLC,Towers with Radar,138,26,3552,52,32,1662,60,21,1270,0,0,0,18,26,470,8,19,150
2017,SMF,Towers with Radar,1,37,37,0,0,0,0,0,0,0,0,0,1,37,37,0,0,0
2017,SNA,Towers with Radar,400,19,7758,22,32,705,20,21,417,1,19,19,355,18,6553,2,32,64
2017,STL,Towers with Radar,1,22,22,1,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2017,TEB,Towers with Radar,8521,47,401057,2174,62,135809,5470,43,233661,0,0,0,221,40,8855,656,35,22732
2017,TPA,Combined TRACON & Tower with Radar,30,44,1308,24,50,1193,4,19,76,0,0,0,0,0,0,2,20,39
2017,TUS,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,VNY,Towers with Radar,146,22,3234,4,24,94,100,23,2254,0,0,0,5,26,128,37,20,758
2018,ABQ,Combined TRACON & Tower with Radar,22,42,933,1,25,25,11,23,249,0,0,0,1,25,25,9,70,634
2018,ANC,Towers with Radar,303,24,7228,16,25,395,42,24,1001,0,0,0,141,23,3202,104,25,2630
2018,ATL,Towers with Radar,8452,58,489429,5173,73,377348,1649,22,37040,128,28,3604,1138,44,49668,364,60,21769
2018,AUS,Combined TRACON & Tower with Radar,21,32,682,10,30,301,1,21,21,1,18,18,0,0,0,9,38,342
2018,BDL,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BHM,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BNA,Combined TRACON & Tower with Radar,1,20,20,1,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2018,BOS,Towers with Radar,12413,61,755105,12128,62,748636,123,23,2811,5,19,95,74,25,1824,83,21,1739
2018,BUF,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BUR,Towers with Radar,206,26,5264,2,52,104,155,26,4039,0,0,0,6,27,164,43,22,957
2018,BWI,Towers with Radar,949,65,61257,828,71,58508,89,20,1778,0,0,0,25,32,812,7,23,159
2018,CLE,Combined TRACON & Tower with Radar,9,35,318,9,35,318,0,0,0,0,0,0,0,0,0,0,0,0
2018,CLT,Combined TRACON & Tower with Radar,5205,29,152239,2202,41,89696,2767,21,57377,0,0,0,121,24,2900,115,20,2266
2018,CVG,Combined TRACON & Tower with Radar,440,20,8593,17,24,401,56,19,1084,0,0,0,365,19,7066,2,21,42
2018,DAL,Towers with Radar,1329,36,48152,561,47,26570,251,24,5925,4,23,90,433,31,13271,80,29,2296
2018,DAY,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,DCA,Towers with Radar,5300,45,239068,3152,62,195232,1815,20,35908,0,0,0,12,28,332,321,24,7596
2018,DEN,Towers with Radar,3016,56,170316,2852,58,166033,100,29,2906,0,0,0,62,21,1328,2,25,49
2018,DFW,Towers with Radar,10644,54,577832,6889,72,499115,2444,20,48539,42,17,716,1034,23,23940,235,23,5522
2018,DTW,Towers with Radar,1404,62,86794,1198,69,82670,124,22,2666,5,22,110,28,16,460,49,18,888
2018,EWR,Towers with Radar,44050,69,3050874,38115,76,2899079,5391,25,133683,220,49,10886,92,20,1828,232,23,5398
2018,FLL,Towers with Radar,741,28,21006,385,35,13432,114,19,2220,0,0,0,160,23,3692,82,20,1662
2018,HNL,Towers with Radar,43,24,1021,6,25,151,6,22,131,0,0,0,6,25,149,25,24,590
2018,HOU,Towers with Radar,1275,44,55565,617,50,31090,587,35,20638,0,0,0,59,60,3537,12,25,300
2018,HPN,Towers with Radar,885,41,36341,133,68,9042,664,37,24732,7,57,399,16,28,452,65,26,1716
2018,IAD,Towers with Radar,1007,50,49860,614,67,41219,361,22,7900,0,0,0,6,25,151,26,23,590
2018,IAH,Towers with Radar,5084,41,206475,3614,43,154463,521,29,14977,0,0,0,844,40,33616,105,33,3419
2018,IND,Combined TRACON & Tower with Radar,5,41,203,5,41,203,0,0,0,0,0,0,0,0,0,0,0,0
2018,ISP,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JAX,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,JFK,Towers with Radar,16487,56,924883,10686,72,774731,4746,22,106585,289,49,14117,224,26,5778,542,44,23672
2018,LAS,Towers with Radar,3884,37,145511,1847,54,99725,1683,23,38118,4,17,68,253,23,5699,97,20,1901
2018,LAX,Towers with Radar,15948,27,425910,2586,48,123987,8160,23,187445,0,0,0,4893,22,106143,309,27,8335
2018,LGA,Towers with Radar,36078,56,2007044,25851,68,1758874,8892,23,206726,2,17,34,1107,30,33516,226,35,7894
2018,LGB,Towers with Radar,32,21,672,4,23,93,20,20,409,0,0,0,2,22,44,6,21,126
2018,MCI,Combined TRACON & Tower with Radar,2,29,57,1,40,40,0,0,0,1,17,17,0,0,0,0,0,0
2018,MCO,Towers with Radar,247,58,14445,218,64,13849,29,21,596,0,0,0,0,0,0,0,0,0
2018,MDW,Towers with Radar,266,48,12677,238,50,11941,28,26,736,0,0,0,0,0,0,0,0,0
2018,MEM,Towers with Radar,701,49,34300,651,49,32096,47,45,2111,0,0,0,0,0,0,3,31,93
2018,MHT,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MIA,Combined TRACON & Tower with Radar,2461,22,54849,604,29,17796,1787,20,35213,0,0,0,35,30,1035,35,23,805
2018,MKE,Combined TRACON & Tower with Radar,3,22,65,1,25,25,0,0,0,0,0,0,0,0,0,2,20,40
2018,MSP,Towers with Radar,1784,72,128929,1473,81,119333,215,31,6631,18,46,831,24,36,858,54,24,1276
2018,MSY,Combined TRACON & Tower with Radar,2,20,39,2,20,39,0,0,0,0,0,0,0,0,0,0,0,0
2018,OAK,Towers with Radar,281,24,6724,8,21,166,106,27,2830,0,0,0,146,21,3073,21,31,655
2018,OGG,Towers with Radar,9,28,256,7,30,210,0,0,0,0,0,0,1,16,16,1,30,30
2018,OMA,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,ONT,Towers with Radar,61,23,1390,0,0,0,26,30,772,0,0,0,30,17,521,5,19,97
2018,ORD,Towers with Radar,25262,69,1748813,19727,82,1616047,3995,21,82056,295,40,11766,854,36,30948,391,20,7996
2018,PBI,Combined TRACON & Tower with Radar,63,40,2547,25,52,1288,22,31,678,0,0,0,13,38,492,3,30,89
2018,PDX,Towers with Radar,324,38,12158,87,47,4068,19,26,495,10,20,197,199,36,7192,9,23,206
2018,PHL,Combined TRACON & Tower with Radar,14011,53,741156,10009,65,653555,3244,21,69208,19,31,583,417,20,8442,322,29,9368
2018,PHX,Towers with Radar,9236,39,359871,788,38,29957,1041,20,20378,13,17,223,7234,42,305815,160,22,3498
2018,PIT,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,PSP,Towers with Radar,20,22,431,1,19,19,8,21,168,0,0,0,1,22,22,10,22,222
2018,PVD,Combined TRACON & Tower with Radar,10,24,241,2,31,62,4,25,101,1,17,17,0,0,0,3,20,61
2018,RDU,Combined TRACON & Tower with Radar,12,112,1348,11,120,1325,1,23,23,0,0,0,0,0,0,0,0,0
2018,RFD,Combined TRACON & Tower with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,RSW,Combined TRACON & Tower with Radar,33,29,963,18,26,472,6,35,212,0,0,0,0,0,0,9,31,279
2018,SAN,Towers with Radar,850,27,22793,208,46,9650,601,20,12284,4,18,72,23,22,516,14,19,271
2018,SAT,Combined TRACON & Tower with Radar,57,44,2495,44,50,2202,12,23,272,1,21,21,0,0,0,0,0,0
2018,SDF,Combined TRACON & Tower with Radar,92,61,5601,92,61,5601,0,0,0,0,0,0,0,0,0,0,0,0
2018,SEA,Towers with Radar,17010,39,667612,9510,45,426905,2654,22,57062,0,0,0,4578,39,177915,268,21,5730
2018,SFO,Towers with Radar,32145,58,1875905,27037,64,1718694,3529,22,78894,0,0,0,947,64,60420,632,28,17897
2018,SJC,Towers with Radar,61,61,3721,47,73,3446,13,20,260,0,0,0,0,0,0,1,15,15
2018,SJU,Towers with Radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,SLC,Towers with Radar,271,28,7526,96,35,3320,151,23,3427,0,0,0,13,35,455,11,29,324
2018,SMF,Towers with Radar,1,21,21,0,0,0,1,21,21,0,0,0,0,0,0,0,0,0
2018,SNA,Towers with Radar,189,30,5628,65,47,3035,17,26,446,0,0,0,90,20,1788,17,21,359
2018,STL,Towers with Radar,28,35,971,14,29,401,0,0,0,0,0,0,0,0,0,14,41,570
2018,TEB,Towers with Radar,7277,40,288576,686,56,38289,5565,39,216490,1,35,35,259,35,9095,766,32,24667
2018,TPA,Combined TRACON & Tower with Radar,105,41,4266,77,45,3481,27,24,652,0,0,0,0,0,0,1,133,133
2018,TUS,Towers with Radar,2,24,48,1,22,22,1,26,26,0,0,0,0,0,0,0,0,0
2018,VNY,Towers with Radar,282,23,6525,10,22,222,209,24,4916,0,0,0,1,42,42,62,22,1345
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
